Date,Name,Year,Letterboxd URI,Rating
2025-12-25,Coolie,2025,https://boxd.it/HDVK,2
2025-12-25,La La Land,2016,https://boxd.it/a5fa,4
2025-12-28,Revolver Rita,2025,https://boxd.it/ED9g,2.5
2025-12-28,Suryavamsam,1997,https://boxd.it/2JhO,4
2025-12-29,Middle Class,2025,https://boxd.it/Yp68,2.5
2025-12-31,Thiruda Thiruda,1993,https://boxd.it/3Lyu,3
2026-01-01,Thenavattu,2008,https://boxd.it/2hXi,2
2026-01-01,Paruthiveeran,2007,https://boxd.it/2hOU,5
2026-01-03,Thee,1981,https://boxd.it/aSsC,2.5
2026-01-05,Bhagavanth Kesari,2023,https://boxd.it/B0OS,2
2026-01-05,Siren,2024,https://boxd.it/Cx1G,1
2026-01-06,The Greatest of All Time,2024,https://boxd.it/GIkW,1.5
2026-01-07,Valimai,2022,https://boxd.it/nLOC,1
2026-01-08,Dennis the Menace,1993,https://boxd.it/1SrQ,3.5
2026-01-09,Thiruvannamalai,2008,https://boxd.it/832,1.5
2026-01-09,Thiruda Thirudi,2003,https://boxd.it/2hZI,3
2026-01-10,Yamadonga,2007,https://boxd.it/2FcU,3
2026-01-10,Sura,2010,https://boxd.it/13y2,1
2026-01-12,Arul,2004,https://boxd.it/6lS,2.5
2026-01-12,Veeram,2014,https://boxd.it/7g7q,3
2026-01-12,Mask,2025,https://boxd.it/Oa34,2.5
2026-01-13,Japan,2023,https://boxd.it/Cdlw,0.5
2026-01-15,Catch Me If You Can,2002,https://boxd.it/29VS,4
2026-01-17,Annaatthe,2021,https://boxd.it/sgNy,1
2026-01-18,Thimiru,2006,https://boxd.it/2EXq,3
2026-01-21,Azhagiya Tamil Magan,2007,https://boxd.it/6s0,2.5
2026-01-21,Kotaro Lives Alone,2022,https://boxd.it/zR7e,4
2026-01-23,Thenali,2000,https://boxd.it/2hSi,4
2026-01-25,Sirai,2025,https://boxd.it/Veui,3.5
2026-01-25,Thiruvilaiyaadal Aarambam,2006,https://boxd.it/3Lya,3
2026-01-28,Akhanda,2021,https://boxd.it/tUCs,1
2026-01-29,Vaa Vaathiyaar,2026,https://boxd.it/G5GO,1
2026-02-01,Dhurandhar,2025,https://boxd.it/NhCI,4
2026-02-02,Oosaravelli,2011,https://boxd.it/2N8Q,2
2026-02-04,Andhadhun,2018,https://boxd.it/jtfc,4
2026-02-04,The Invisible Guest,2016,https://boxd.it/euce,3.5
2026-02-06,Magadheera,2009,https://boxd.it/1yMa,5
2026-02-07,The Rajasaab,2026,https://boxd.it/CFFE,1
2026-02-08,Parasakthi,2026,https://boxd.it/AsJk,3
2026-02-10,Saguni,2012,https://boxd.it/2fjg,2.5
2026-02-11,Pottu Amman,2000,https://boxd.it/hbom,1.5
2026-02-13,Madras,2014,https://boxd.it/8Eu6,4
2026-02-13,Thalaivar Thambi Thalaimaiyil,2026,https://boxd.it/wMLs,3
2026-02-14,Pichaikkaran 2,2023,https://boxd.it/s9do,0.5
2026-02-15,Meyaadha Maan,2017,https://boxd.it/gzJ2,3.5
2026-02-18,Punnagai Desam,2002,https://boxd.it/860G,3
2026-02-19,Aai,2004,https://boxd.it/2NdQ,1.5
2026-02-20,Govindudu Andarivaadele,2014,https://boxd.it/9m0E,1
2026-02-20,Thee,2009,https://boxd.it/8610,0.5
2026-02-21,Sye,2004,https://boxd.it/36Ka,1.5
2026-02-22,The Battle Between Chefs,2018,https://boxd.it/xBzM,2
2026-02-24,Naari Naari Naduma Murari,2026,https://boxd.it/Suhy,2.5
2026-02-26,The Machinist,2004,https://boxd.it/248c,3.5
2026-02-28,Limitless,2011,https://boxd.it/Aly,3.5
2026-03-01,Ko,2011,https://boxd.it/6p6,4.5
2026-03-03,Lady Vengeance,2005,https://boxd.it/248G,3.5
2026-03-04,Cook Up a Storm,2017,https://boxd.it/fASi,2.5
2026-03-06,Kung Fu Panda,2008,https://boxd.it/1Yws,4.5
2026-03-07,Kung Fu Panda 2,2011,https://boxd.it/G36,3.5
2026-03-07,With Love,2026,https://boxd.it/W6Rq,3
2026-03-08,Kung Fu Panda 3,2016,https://boxd.it/4uRQ,3
2026-03-08,Kung Fu Panda 4,2024,https://boxd.it/CepE,2.5
2026-03-09,Sarvam Maya,2025,https://boxd.it/UEUa,3.5
2026-03-10,36 Vayadhinile,2015,https://boxd.it/b24q,3
2026-03-11,Vadakkupatti Ramasamy,2024,https://boxd.it/GcW0,3
2026-03-14,Krishnarjuna Yudham,2018,https://boxd.it/i4r6,2
2026-03-14,Bhale Bhale Magadivoy,2015,https://boxd.it/cJD6,3.5
2026-03-15,Pilla Zamindar,2011,https://boxd.it/32sw,3
2026-03-17,Sookshmadarshini,2024,https://boxd.it/zRX0,3
2026-03-18,Drunken Master,1978,https://boxd.it/1Ujk,3.5
2026-03-20,Dhurandhar The Revenge,2026,https://boxd.it/Z0Uu,4
2026-03-21,A Taxi Driver,2017,https://boxd.it/fwac,4
2026-03-21,24,2016,https://boxd.it/cKPi,4
2026-03-23,A Aa,2016,https://boxd.it/cVkA,2
2026-03-23,Sowkarpettai,2016,https://boxd.it/cP6C,0.5
2026-03-24,Writing Doom,2024,https://boxd.it/Ry34,3.5
2026-03-25,Srimanthudu,2015,https://boxd.it/bTA0,3.5
2026-03-26,Youth,2026,https://boxd.it/Xsrc,2
2026-03-26,I Don't Want to Go Back Alone,2010,https://boxd.it/2nQC,3.5
2026-03-28,Iraivi,2016,https://boxd.it/cNg6,4
2026-03-29,Rajadhi Raja,2009,https://boxd.it/6EC6,0.5
2026-03-31,Chinese Zodiac,2012,https://boxd.it/3oAi,3
2026-03-31,Dhamaka,2022,https://boxd.it/xxLk,0.5
2026-03-31,Pandurangadu,2008,https://boxd.it/8Cbw,0.5
2026-04-10,Rango,2011,https://boxd.it/QPk,4
2026-04-11,Jana Nayagan,,https://boxd.it/KY7M,2
2026-04-13,Malai Malai,2009,https://boxd.it/2Nea,2
2026-04-13,Paiyaa,2010,https://boxd.it/13tc,3.5
2026-04-14,Thaai Kizhavi,2026,https://boxd.it/ZIMa,3.5
2026-04-17,Nala Damayanthi,2003,https://boxd.it/8sQ,3.5
2026-04-18,Tere Ishk Mein,2025,https://boxd.it/HdG0,0.5
2026-04-19,Shamitabh,2015,https://boxd.it/avlI,2.5
2026-04-20,Iraivan,2023,https://boxd.it/BrYg,1
2026-04-21,Adipurush,2023,https://boxd.it/rxX4,0.5
2026-04-22,Dil To Pagal Hai,1997,https://boxd.it/1OYG,3.5
2026-04-23,Chak De! India,2007,https://boxd.it/1ODI,4
2026-04-23,Chalte Chalte,2003,https://boxd.it/24BS,1.5
2026-04-23,Veer-Zaara,2004,https://boxd.it/24C2,4
2026-04-26,Happy Raj,2026,https://boxd.it/Wv0Q,2
2026-04-26,Dilwale Dulhania Le Jayenge,1995,https://boxd.it/1F9k,3.5
2026-04-28,Groundhog Day,1993,https://boxd.it/2b3e,5
2026-04-30,Made in Korea,2026,https://boxd.it/Ydps,2
2026-04-30,The Sea Beast,2022,https://boxd.it/kv3a,3.5
2026-05-01,Kara,2026,https://boxd.it/T1NW,2.5
2026-05-02,Swapped,2026,https://boxd.it/C5Mk,3.5
2026-05-02,Wish Dragon,2021,https://boxd.it/k6w2,3
